"name","genres","director","actor1","actor2","actor3","color","plotkey","language","year","score"
"Bella ","Drama|Romance","Alejandro Monteverde","Armando Riesco","Ramon Rodriguez","Eduardo Verástegui","Color","inter cultural|latino|restaurant|soccer|train","English",2006,7.4
"Waking Ned Devine ","Comedy","Kirk Jones","James Nesbitt","David Kelly","Fionnula Flanagan","Color","dead body|death|lottery|small town|village","English",1998,7.4
"A Room with a View ","Drama|Romance","James Ivory","Julian Sands","Rupert Graves","Denholm Elliott","Color","male nudity|male pubic hair|nude bathing|piano|pubic hair","English",1985,7.4
"Deadline Gallipoli             ","Drama|War","","Rachel Griffiths","Jessica De Gouw","Luke Ford","Color","gallipoli|tv mini series|world war one","English",NA,7.4
"Frances Ha ","Comedy|Drama|Romance","Noah Baumbach","Greta Gerwig","Grace Gummer","Vanessa Ray"," Black and White","best friend|black and white|father daughter relationship|female protagonist|mother daughter relationship","English",2012,7.4
"Summer Storm ","Comedy|Drama|Romance|Sport","Marco Kreuzpaintner","Alicja Bachleda","Kostja Ullmann","Robert Stadlober","Color","friend|friendship|rowing|storm|summer camp","German",2004,7.4
"Point Blank ","Crime|Thriller","John Boorman","Lee Marvin","Angie Dickinson","Carroll O'Connor","Color","criminal|gangster|money|revenge|violence","English",1967,7.4
"Hustle & Flow ","Crime|Drama|Music","Craig Brewer","Isaac Hayes","Paula Jai Parker","Elise Neal","Color","baby|friend|hip hop|pimp|stripper","English",2005,7.4
"The Black Stallion ","Adventure|Family|Sport","Carroll Ballard","Teri Garr","Kelly Reno","Hoyt Axton","Color","black horse|boy horse relationship|horse|rescued by a horse|training","English",1979,7.4
"Ida ","Drama","Pawel Pawlikowski","Joanna Kulig","Agata Trzebuchowska","Agata Kulesza"," Black and White","convent|jew|jewish|nun|poland","Polish",2013,7.4
"Silver Medallist ","Action|Adventure|Comedy","Hao Ning","Jack Kao","Bo Huang","Zheng Xu","Color","color in title","Mandarin",2009,7.4
"In the Heat of the Night             ","Crime|Drama|Mystery","","Carroll O'Connor","Alan Autry","Crystal R. Fox","Color","detective|mississippi|police|police detective|small town","English",NA,7.4
"Gentleman's Agreement ","Drama|Romance","Elia Kazan","Dean Stockwell","Celeste Holm","John Garfield"," Black and White","bigotry|jewish|prejudice|racism|writer","English",1947,7.4
"Me and You and Everyone We Know ","Comedy|Drama","Miranda July","Najarra Townsend","Brad William Henke","Miranda July","Color","fellatio|seven word title|shoe salesman|title directed by female|written by director","English",2005,7.4
"It's All Gone Pete Tong ","Biography|Comedy|Drama|Music","Michael Dowse","Paul Kaye","Neil Maskell","Kate Magowan","Color","deafness|disappearance|ears|ibiza|musician","English",2004,7.4
"To Be Frank, Sinatra at 100 ","Documentary","Simon Napier-Bell","Alice Cooper","Tim Rice","Louis Walsh","Color","","English",2015,7.4
"Under the Same Moon ","Adventure|Drama","Patricia Riggen","America Ferrera","Eugenio Derbez","Kate del Castillo","Color","12 year old|boy|mexican|mexican immigrant|mexico","Spanish",2007,7.4
"She Wore a Yellow Ribbon ","Western","John Ford","Harry Carey Jr.","Ben Johnson","Victor McLaglen","Color","captain|cavalry|fort|retirement|yellow ribbon","English",1949,7.4
"Dawn of the Dead ","Action|Horror|Thriller","Zack Snyder","Ty Burrell","Kevin Zegers","Mekhi Phifer","Color","mall|mayhem|nurse|rear entry sex|survival horror","English",2004,7.4
"The Squid and the Whale ","Comedy|Drama","Noah Baumbach","William Baldwin","Elizabeth Meriwether","Owen Kline","Color","boy|divorce|tennis|tennis coach|writer","English",2005,7.4
"Journey from the Fall ","Drama","Ham Tran","Long Nguyen","Kieu Chinh","Cat Ly","Color","1970s|1980s|nonlinear timeline|rescue|vietnam war","Vietnamese",2006,7.4
"Monsoon Wedding ","Comedy|Drama|Romance","Mira Nair","Naseeruddin Shah","Randeep Hooda","Lillete Dubey","Color","arranged marriage|bride|celebration|marriage|wedding","Hindi",2001,7.4
"Pink Ribbons, Inc. ","Documentary","Léa Pool","","","","Color","breast cancer|comma in title|period in title|punctuation in title|three word title","English",2011,7.4
"Blue Valentine ","Drama|Romance","Derek Cianfrance","Ryan Gosling","Mike Vogel","John Doman","Color","dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman","English",2010,7.4
"Transamerica ","Adventure|Comedy|Drama","Duncan Tucker","Kevin Zegers","Felicity Huffman","Paul Borghese","Color","bail|male full frontal nudity|sex change|stepfather|transsexual","English",2005,7.4
"20 Feet from Stardom ","Documentary|Music","Morgan Neville","Sheryl Crow","Lou Adler","Merry Clayton","Color","backup singer|band|bechdel test passed|concert footage|singer","English",2013,7.4
"Ajami ","Crime|Drama","Scandar Copti","Shahir Kabaha","Scandar Copti","Ranin Karim","Color","arab|christian|israeli|palestinian|violence","Arabic",2009,7.4
"Wristcutters: A Love Story ","Comedy|Drama|Fantasy|Romance","Goran Dukic","Leslie Bibb","Patrick Fugit","Chase Ellison","Color","afterlife|camping|death|hitchhiker|suicide","English",2006,7.4
"Guiana 1838 ","Drama","Rohit Jagessar","Kumar Gaurav","Rufus Graham","Aasheekaa Bathija","Color","bare chested male|discipline|imperialism|whipping|white slavery","English",2004,7.4
"Bambi ","Animation|Drama|Family","James Algar","Sam Edwards","Donnie Dunagan","Ann Gillis","Color","animal|bambi|deer|forest|hunter","English",1942,7.4
"Harrison Montgomery ","Drama","Daniel Davila","Martin Landau","Melora Walters","Diane Baker","Color","abusive relationship|character name in title|magic|san francisco california|tenderloin san francisco","English",2008,7.4
"Starsuckers ","Documentary","Chris Atkins","Richard Curtis","Harvey Weinstein","Elton John","Color","celebrity|consumerism|fashion|media manipulation","English",2009,7.4
"The Hadza: Last of the First ","Documentary","Bill Benenson","Alfre Woodard","Dave Fennoy","Jane Goodall","Color","east africa|hunter gatherer|indigenous|rift valley|swahili","English",2014,7.4
"Wordplay ","Documentary","Patrick Creadon","Ken Burns","Bill Clinton","Bob Dole","Color","comedian|crossword puzzle|editor|new york times|puzzle","English",2006,7.4
"Osama ","Drama","Siddiq Barmak","Marina Golbahari","Zubaida Sahar","Mohamad Haref Harati","Color","boy|girl|hair|school|taliban","Dari",2003,7.4
"Alleluia! The Devil's Carnival ","Horror|Musical","Darren Lynn Bousman","Paul Sorvino","Barry Bostwick","Terrance Zdunich","Color","carnival|devil|redemption|reference to god","English",2016,7.4
"Across the Universe ","Drama|Fantasy|Musical|Romance","Julie Taymor","Jim Sturgess","T.V. Carpio","Robert Clohessy","Color","anti war|liverpool|love|protest|song","English",2007,7.4
"The Love Letter ","Fantasy|Romance","Dan Curtis","Jennifer Jason Leigh","Campbell Scott","Estelle Parsons","Color","antique|desk|letter|love|time travel","English",1998,7.4
"Swingers ","Comedy|Drama","Doug Liman","Jon Favreau","Alex Désert","Blake Lindsley","Color","actor|black panties|cult film|friend|upskirt","English",1996,7.4
"The Case of the Grinning Cat ","Documentary","Chris Marker","Marina Vlady","Bertrand Cantat","Léon Schwartzenberg","Color","","French",2004,7.4
"The Horse Boy ","Documentary","Michel Orion Scott","Temple Grandin","Rowan Isaacson","Simon Baron-Cohen","Color","horse|journey|mongolia|shaman|travel","English",2009,7.4
"Une Femme Mariée ","Drama","Jean-Luc Godard","Philippe Leroy","Macha Méril","Rita Maiden"," Black and White","acting|actor|face slap|fashion|magazine","French",1964,7.4
"Eraserhead ","Fantasy|Horror|Sci-Fi","David Lynch","Hal Landon Jr.","Jack Nance","Charlotte Stewart"," Black and White","apartment|baby|deformed baby|factory|surrealism","English",1977,7.4
"The Image Revolution ","Biography|Documentary","Patrick Meaney","Taliesin Jaffe","Greg Aronowitz","Jeff Dowd","Color","comic book|comic book history|comics|spawn|walking dead","English",2014,7.4
"Stories of Our Lives ","Drama","Jim Chuchu","Paul Ogola","Olwenya Maina","Mugambi Nthiga"," Black and White","","Swahili",2014,7.4
"The Cure ","Crime|Horror|Mystery|Thriller","Kiyoshi Kurosawa","Kôji Yakusho","Anna Nakagawa","Denden","Color","breasts|interrogation|investigation|murder|watching television","Japanese",1997,7.4
"Avengers: Age of Ultron ","Action|Adventure|Sci-Fi","Joss Whedon","Chris Hemsworth","Robert Downey Jr.","Scarlett Johansson","Color","artificial intelligence|based on comic book|captain america|marvel cinematic universe|superhero","English",2015,7.5
"Harry Potter and the Half-Blood Prince ","Adventure|Family|Fantasy|Mystery","David Yates","Alan Rickman","Daniel Radcliffe","Rupert Grint","Color","blood|book|love|potion|professor","English",2009,7.5
"The Hobbit: The Battle of the Five Armies ","Adventure|Fantasy","Peter Jackson","Aidan Turner","Adam Brown","James Nesbitt","Color","army|elf|hobbit|middle earth|orc","English",2014,7.5
"Star Trek Beyond ","Action|Adventure|Sci-Fi|Thriller","Justin Lin","Sofia Boutella","Melissa Roxburgh","Lydia Wilson","Color","hatred|sequel|space opera|star trek|third part","English",2016,7.5
"Hugo ","Adventure|Drama|Family|Mystery","Martin Scorsese","Chloë Grace Moretz","Christopher Lee","Ray Winstone","Color","automaton|mechanical|railway station|steampunk|train","English",2011,7.5
"Harry Potter and the Order of the Phoenix ","Adventure|Family|Fantasy|Mystery","David Yates","Robert Pattinson","Daniel Radcliffe","Fiona Shaw","Color","battle|magic|school|teacher|wizard","English",2007,7.5
"Miami Vice             ","Action|Crime|Drama|Mystery|Thriller","","Don Johnson","Philip Michael Thomas","John Diehl","Color","cult tv|detective|drugs|police|undercover","English",NA,7.5
"Harry Potter and the Deathly Hallows: Part II ","Action|Fantasy","Matt Birch","Rupert Grint","Dave Legeno","Ralph Ineson","Color","","English",2011,7.5
"Harry Potter and the Sorcerer's Stone ","Adventure|Family|Fantasy","Chris Columbus","Daniel Radcliffe","Fiona Shaw","Verne Troyer","Color","based on novel|birthday|evil wizard|quidditch|wizard","English",2001,7.5
"X-Men 2 ","Action|Adventure|Fantasy|Sci-Fi|Thriller","Bryan Singer","Hugh Jackman","Bruce Davison","Aaron Stanford","Color","mutant|prison|professor|school|x men","English",2003,7.5
"Sherlock Holmes: A Game of Shadows ","Action|Adventure|Crime|Mystery|Thriller","Guy Ritchie","Robert Downey Jr.","Eddie Marsan","Paul Anderson","Color","factory|gypsy|investigation|sherlock holmes|train","English",2011,7.5
"Total Recall ","Action|Sci-Fi","Paul Verhoeven","Ronny Cox","Rachel Ticotin","Marshall Bell","Color","ambiguous ending|false memory|implanted memory|memory|space colony","English",1990,7.5
"The Aviator ","Biography|Drama","Martin Scorsese","Leonardo DiCaprio","Adam Scott","Frances Conroy"," Black and White","1920s|aviation|fight|spruce goose|test flight","English",2004,7.5
"Cloud Atlas ","Drama|Sci-Fi","Tom Tykwer","Tom Hanks","Jim Sturgess","Jim Broadbent","Color","composer|future|letter|nonlinear timeline|nursing home","English",2012,7.5
"Gangs of New York ","Crime|Drama","Martin Scorsese","Leonardo DiCaprio","Liam Neeson","Jim Broadbent","Color","butcher|civil war|gangster|new york city|revenge","English",2002,7.5
"Mulan ","Adventure|Animation|Family|Fantasy|Musical|War","Tony Bancroft","Ming-Na Wen","Harvey Fierstein","June Foray","Color","based on poem|based on true story|china|one word title|the huns","English",1998,7.5
"Scott Pilgrim vs. the World ","Action|Comedy|Fantasy|Romance","Edgar Wright","Anna Kendrick","Kieran Culkin","Ellen Wong","Color","band|dating|high school|hipster|rock band","English",2010,7.5
"Despicable Me 2 ","Animation|Comedy|Family|Sci-Fi","Pierre Coffin","Steve Carell","Miranda Cosgrove","Steve Coogan","Color","dating|minion|overprotective father|undercover spy|woman agent","English",2013,7.5
"Constantine             ","Drama|Fantasy|Horror|Thriller","","Harold Perrineau","Matt Ryan","Charles Halford","Color","based on comic|based on comic book|dc arrowverse|dc comics|supernatural","English",NA,7.5
"Sleepy Hollow             ","Adventure|Drama|Fantasy|Mystery|Thriller","","Nicole Beharie","Katia Winter","Lyndie Greenwood","Color","apocalypse|death|husband wife relationship|mother son relationship|murder","English",NA,7.5
"Total Recall ","Action|Sci-Fi","Paul Verhoeven","Ronny Cox","Rachel Ticotin","Marshall Bell","Color","ambiguous ending|false memory|implanted memory|memory|space colony","English",1990,7.5
"Perfume: The Story of a Murderer ","Crime|Drama|Fantasy","Tom Tykwer","Michael Smiley","David Calder","Simon Chandler","Color","18th century|perfume|scent|sense of smell|smell","English",2006,7.5
"The Devil's Advocate ","Drama|Mystery|Thriller","Taylor Hackford","Keanu Reeves","Al Pacino","Charlize Theron","Color","deal with the devil|lawyer|money|reality|supernatural power","English",1997,7.5
"Twisted             ","Drama|Mystery|Thriller","","Grey Damon","Brittany Curran","Aaron Hill","Color","","English",NA,7.5
"The Life of David Gale ","Crime|Drama|Thriller","Alan Parker","Kevin Spacey","Kate Winslet","Matt Craven","Color","activist|death|death row|murder|texas","English",2003,7.5
"Sleepers ","Crime|Drama|Thriller","Barry Levinson","Robert De Niro","Brad Pitt","Minnie Driver"," Black and White","boy|guard|kicked in the crotch|prank|sexual abuse","English",1996,7.5
"Pinocchio ","Animation|Family|Fantasy|Musical","Norman Ferguson","Mel Blanc","Dickie Jones","Cliff Edwards","Color","boy|conscience|fairy|jiminy cricket|pinocchio","English",1940,7.5
"McHale's Navy             ","Comedy|War","","Tim Conway","Gavin MacLeod","Bob Hastings"," Black and White","american soldier|naval uniform|navy|patrol boat|uniform","English",NA,7.5
"Bram Stoker's Dracula ","Fantasy|Horror|Romance","Francis Ford Coppola","Keanu Reeves","Anthony Hopkins","Gary Oldman","Color","dracula|horror movie remake|maze|monster sex|vampire","English",1992,7.5
"42 ","Biography|Drama|Sport","Brian Helgeland","Harrison Ford","Christopher Meloni","Nicole Beharie","Color","baseball|baseball player|brooklyn dodgers|major league baseball|racism","English",2013,7.5
"A Nightmare on Elm Street ","Horror","Wes Craven","Johnny Depp","Lin Shaye","Amanda Wyss","Color","freddy krueger|lucid dream|serial killer|slasher|sleep deprivation","English",1984,7.5
"Saving Mr. Banks ","Biography|Comedy|Drama|History|Music","John Lee Hancock","Tom Hanks","Ruth Wilson","B.J. Novak","Color","author|disney|loss of father|reference to walt disney|suppression of emotion","English",2013,7.5
"Biutiful ","Drama","Alejandro G. Iñárritu","Maricel Álvarez","Hanaa Bouchaib","Eduard Fernández","Color","children|chinese|illegal immigrant|immigrant|male ponytail","Spanish",2010,7.5
"Reds ","Biography|Drama|History|Romance","Warren Beatty","Paul Sorvino","Warren Beatty","M. Emmet Walsh","Color","cold war|cold war era|interview|russia|written and directed by cast member","English",1981,7.5
"Source Code ","Mystery|Sci-Fi|Thriller","Duncan Jones","Jake Gyllenhaal","Cas Anvar","Russell Peters","Color","bomber|time|time loop|train|trapped in a time loop","English",2011,7.5
"A History of Violence ","Crime|Drama|Thriller","David Cronenberg","Viggo Mortensen","Kyle Schmid","William Hurt","Color","bar|crotch shot|female full frontal nudity|female pubic hair|robbery","English",2005,7.5
"Legends of the Fall ","Drama|Romance|War|Western","Edward Zwick","Anthony Hopkins","Brad Pitt","Julia Ormond","Color","epic|heart|killing an animal|passion|usa","English",1994,7.5
"The Curse of the Were-Rabbit ","Animation|Comedy|Family|Mystery|Sci-Fi","Steve Box","Mark Gatiss","Geraldine McEwan","Peter Sallis","Color","competition|giant vegetable|pest control|stop motion animation|vegetable","English",2005,7.5
"Southpaw ","Drama|Sport","Antoine Fuqua","Jake Gyllenhaal","50 Cent","Oona Laurence","Color","boxer|boxing training|death of wife|male in shower|rage","English",2015,7.5
"The Family             ","Drama|Mystery","","Zach Gilford","Joan Allen","Liam James","Color","family drama|lie|missing child|political campaign|secret","English",NA,7.5
"The Assassination of Jesse James by the Coward Robert Ford ","Biography|Crime|Drama|History|Western","Andrew Dominik","Brad Pitt","Jeremy Renner","Sam Shepard","Color","long title|outlaw|robbery|train|train robbery","English",2007,7.5
"Sausage Party ","Adventure|Animation|Comedy|Fantasy","Greg Tiernan","James Franco","Salma Hayek","Anders Holm","Color","bread|coarse language|f word|sausage|tricked into lesbian sex","English",2016,7.5
"Cry Freedom ","Biography|Drama|History","Richard Attenborough","Denzel Washington","Kevin McNally","Penelope Wilton","Color","activist|editor|journalist|newspaper|south africa","English",1987,7.5
"Miracle ","Biography|Drama|History|Sport","Gavin O'Connor","Eddie Cahill","Noah Emmerich","Kenneth Mitchell","Color","1980s|hockey|ice hockey|olympics|soviet union","English",2004,7.5
"Open Range ","Drama|Romance|Western","Kevin Costner","Robert Duvall","Michael Jeter","Julian Richings","Color","boss|cattle|cowboy|rancher|violence","English",2003,7.5
"The Constant Gardener ","Drama|Mystery|Romance|Thriller","Fernando Meirelles","Archie Panjabi","Danny Huston","Donald Sumpter","Color","death|diplomat|doctor|kenya|murder","English",2005,7.5
"August Rush ","Drama|Music","Kirsten Sheridan","Robin Williams","Aaron Staton","Marian Seldes","Color","baby|cellist|genius|prodigy|rhapsody","English",2007,7.5
"Elizabeth ","Biography|Drama|History","Shekhar Kapur","Fanny Ardant","John Gielgud","Eric Cantona","Color","16th century|british royal family|catholic|queen|queen elizabeth i","English",1998,7.5
"Tora! Tora! Tora! ","Action|Drama|History|War","Richard Fleischer","Joseph Cotten","Richard Anderson","James Whitmore","Color","attack|hawaii|navy|pearl harbor|u.s. navy","English",1970,7.5
"Eddie the Eagle ","Biography|Comedy|Drama|Sport","Dexter Fletcher","Hugh Jackman","Taron Egerton","Tim McInnerny","Color","1988 winter olympics|coach|ski jumper|winter|winter olympics","English",2016,7.5
"The Greatest Game Ever Played ","Drama|History|Sport","Bill Paxton","Stephen Dillane","Matthew Knight","Amanda Tilson","Color","champion|golf tournament|golfer|nostalgia|orchestral music score","English",2005,7.5
"Eddie the Eagle ","Biography|Comedy|Drama|Sport","Dexter Fletcher","Hugh Jackman","Taron Egerton","Tim McInnerny","Color","1988 winter olympics|coach|ski jumper|winter|winter olympics","English",2016,7.5
"The Bridges of Madison County ","Drama|Romance","Clint Eastwood","Clint Eastwood","Meryl Streep","Debra Monk","Color","1960s|bridge|housewife|love|photographer","English",1995,7.5
"Freedom Writers ","Biography|Crime|Drama","Richard LaGravenese","Hunter Parrish","Scott Glenn","Imelda Staunton","Color","gang violence|high school|journal|marriage|teacher","English",2007,7.5
"The Conjuring ","Horror|Mystery|Thriller","James Wan","Mackenzie Foy","Lili Taylor","Hayley McFarland","Color","based on true story|farmhouse|paranormal investigator|rhode island|supernatural power","English",2013,7.5
"Selma ","Biography|Drama|History","Ava DuVernay","David Oyelowo","Tom Wilkinson","Oprah Winfrey","Color","civil rights|courage|protest|selma alabama|u.s. politics","English",2014,7.5
"Babel ","Drama","Alejandro G. Iñárritu","Brad Pitt","Harriet Walter","Dermot Crowley","Color","american|destiny|mexican border|multiple perspectives|muslim","English",2006,7.5
"Doubt ","Drama|Mystery","John Patrick Shanley","Philip Seymour Hoffman","Meryl Streep","Carrie Preston","Color","boy|catholic|nun|priest|student","English",2008,7.5
"Reign Over Me ","Drama","Mike Binder","Adam Sandler","Don Cheadle","John de Lancie","Color","college|depression|grief|mental breakdown|post september 11 2001","English",2007,7.5
"Bullets Over Broadway ","Comedy|Crime","Woody Allen","Jim Broadbent","Chazz Palminteri","Dianne Wiest","Color","actress|bodyguard|new york city|play|playwright","English",1994,7.5
"Perception             ","Crime|Drama|Mystery|Thriller","","LeVar Burton","Eric McCormack","Scott Wolf","Color","","English",NA,7.5
"Synecdoche, New York ","Comedy|Drama|Romance","Charlie Kaufman","Philip Seymour Hoffman","Jennifer Jason Leigh","Samantha Morton","Color","actress|director|play|theatre director|warehouse","English",2008,7.5
"Equilibrium ","Action|Drama|Sci-Fi|Thriller","Kurt Wimmer","Christian Bale","Emily Watson","Sean Pertwee","Color","cleric|dystopia|fascist|law|neo noir","English",2002,7.5
"The Painted Veil ","Drama|Romance","John Curran","Toby Jones","Sally Hawkins","Alan David","Color","china|cholera|epidemic|love|marriage","Mandarin",2006,7.5
"The O.C.             ","Comedy|Drama|Romance","","Peter Gallagher","Melinda Clarke","Tate Donovan","Color","california|lawyer|love|orange county california|wealth","English",NA,7.5
"Life as a House ","Drama","Irwin Winkler","Ian Somerhalder","Hayden Christensen","Kristin Scott Thomas","Color","cancer|construction|house|house construction|neighbor","English",2001,7.5
"The Ice Storm ","Drama","Ang Lee","Joan Allen","Kate Burton","Henry Czerny","Color","ice|ice storm|storm|thanksgiving|virgin","English",1997,7.5
"Sideways ","Adventure|Comedy|Drama|Romance","Alexander Payne","Virginia Madsen","Patrick Gallagher","M.C. Gainey","Color","actor|california|teacher|wine|writer","English",2004,7.5
"A Simple Plan ","Crime|Drama|Thriller","Sam Raimi","Gary Cole","Bridget Fonda","Chelcie Ross","Color","bag of money|found money|minnesota|screenplay adapted by author|snow","English",1998,7.5
"Home Alone ","Comedy|Family","Chris Columbus","Macaulay Culkin","Devin Ratray","Catherine O'Hara","Color","airport|child protagonist|child swearing|christmas|home alone","English",1990,7.5
"Coal Miner's Daughter ","Biography|Drama|Music|Musical","Michael Apted","Sissy Spacek","Beverly D'Angelo","Levon Helm","Color","country music|kissing while having sex|poverty|singer|title based on song","English",1980,7.5
"Beetlejuice ","Comedy|Fantasy","Tim Burton","Catherine O'Hara","Jeffrey Jones","Glenn Shadix","Color","attic|ghost|surrealism|teenage girl|yuppie","English",1988,7.5
"The Dead Zone             ","Drama|Fantasy|Mystery|Sci-Fi","","David Ogden Stiers","Nicole de Boer","Chris Bruno","Color","psychic|psychic power|psychometry|spin off|supernatural power","English",NA,7.5
"Three Burials ","Adventure|Crime|Drama|Mystery|Western","Tommy Lee Jones","Levon Helm","Dwight Yoakam","Guillermo Arriaga","Color","cemetery|friend|journey|mexico|promise","English",2005,7.5
"Sarah's Key ","Drama|War","Gilles Paquet-Brenner","Kristin Scott Thomas","Aidan Quinn","Arben Bajraktaraj","Color","apartment|escape|jewish family|journalist|key","French",2010,7.5
"Jackie Brown ","Crime|Thriller","Quentin Tarantino","Robert De Niro","Sid Haig","Robert Forster","Color","arms dealer|atf|bail|money|multiple perspectives","English",1997,7.5
"2046 ","Drama|Romance|Sci-Fi","Kar-Wai Wong","Li Gong","Tony Chiu Wai Leung","Maggie Cheung"," Black and White","number in title|train|woman slaps a man|woman slaps man|written by director","Cantonese",2004,7.5
"Trade ","Crime|Drama|Thriller","Marco Kreuzpaintner","Zack Ward","Kate del Castillo","Alicja Bachleda","Color","friend|girl|mexico city|new jersey|sex","English",2007,7.5
"10 Days in a Madhouse ","Drama","Timothy Hines","Christopher Lambert","Kelly LeBrock","Alexandra Callas","Color","","English",2015,7.5
"Madadayo ","Drama","Akira Kurosawa","Tatsuo Matsumura","Tetsu Watanabe","Akira Terao","Color","air raid|beer|birthday|japan|professor","Japanese",1993,7.5
"My Cousin Vinny ","Comedy|Crime","Jonathan Lynn","Fred Gwynne","Bruce McGill","Lane Smith","Color","alabama|jail|judicial system|lawyer|trial","English",1992,7.5
"Brooklyn ","Drama|Romance","John Crowley","Julie Walters","Fiona Glascott","Eva Birthistle","Color","1950s|immigrant|irish|irish accent|torn between two worlds","English",2015,7.5
"Oliver! ","Drama|Family|Musical","Carol Reed","Oliver Reed","Ron Moody","Jack Wild","Color","abuse|child|orphan|orphanage|pickpocket","English",1968,7.5
"Richard III ","Drama|War","Richard Loncraine","Robert Downey Jr.","Jim Broadbent","Kristin Scott Thomas","Color","1930s|abuse of power|england|king|murder","English",1995,7.5
"Red Dog ","Biography|Comedy|Drama|Family|Romance","Kriv Stenders","Noah Taylor","Keisha Castle-Hughes","Luke Ford","Color","australian|based on true events|dog|love|search","English",2011,7.5
"The Texas Chain Saw Massacre ","Horror|Thriller","Tobe Hooper","Gunnar Hansen","Edwin Neal","Marilyn Burns","Color","cannibal|chainsaw|hitchhiker|independent film|leatherface","English",1974,7.5
"Trading Places ","Comedy","John Landis","Don Ameche","Denholm Elliott","Ralph Bellamy","Color","interracial relationship|poverty|prostitute|scam|stock market","English",1983,7.5
"The Wind That Shakes the Barley ","Drama|War","Ken Loach","Padraic Delaney","Orla Fitzgerald","Martin Lucey","Color","civil war|colonialism|hatred|independence|rural ireland","English",2006,7.5
"Akeelah and the Bee ","Drama","Doug Atchison","Curtis Armstrong","Sean Michael Afable","Tzi Ma","Color","national spelling bee|principal|school principal|spelling|spelling bee","English",2006,7.5
"Howards End ","Drama|Romance","James Ivory","Anthony Hopkins","Vanessa Redgrave","Samuel West","Color","england|friendship|prejudice|upper class|working class","English",1992,7.5
"Juno ","Comedy|Drama|Romance","Jason Reitman","J.K. Simmons","Jennifer Garner","Rainn Wilson","Color","adoption|baby|friend|pregnancy|school","English",2007,7.5
"Good Night, and Good Luck. ","Biography|Drama|History","George Clooney","Robert Downey Jr.","Tate Donovan","Alex Borstein"," Black and White","cbs|expose|fear|paranoia|reporter","English",2005,7.5
"Michael Jordan to the Max ","Documentary|Sport","Don Kempf","Bill Murray","Michael Jordan","Bob Costas","Color","basketball|basketball player|character name in title|chicago bulls|imax","English",2000,7.5
"Rabbit-Proof Fence ","Adventure|Biography|Drama|History","Phillip Noyce","Roy Billing","David Gulpilil","Deborah Mailman","Color","aborigine|based on true story|colonialism|fence|half caste","Aboriginal",2002,7.5
"We Need to Talk About Kevin ","Drama|Thriller","Lynne Ramsay","Ezra Miller","Siobhan Fallon Hogan","Ashley Gerasimovich","Color","archery|defiance|mental illness|psychopath|toilet training","English",2011,7.5
"Fahrenheit 9/11 ","Documentary|Drama|War","Michael Moore","Osama bin Laden","Stevie Wonder","Ricky Martin","Color","anti war|interview|iraq|paranoia|war on terrorism","English",2004,7.5
"Best in Show ","Comedy","Christopher Guest","John Michael Higgins","Catherine O'Hara","Michael McKean","Color","dog show|gay|gay character|gay couple|gay interest","English",2000,7.5
"Still Alice ","Drama","Richard Glatzer","Kristen Stewart","Hunter Parrish","Seth Gilliam","Color","alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play","English",2014,7.5
"Standard Operating Procedure ","Crime|Documentary|War","Errol Morris","Jeffrey Frost","Megan Ambuhl Graner","Ken Davis","Color","abu ghraib|abuse|prison|slow motion|torture","English",2008,7.5
"Saving Grace             ","Drama|Fantasy","","Holly Hunter","Dylan Minnette","Bokeem Woodbine","Color","catholic|death row|inmate|oklahoma city|sexual promiscuity","English",NA,7.5
"Rudderless ","Comedy|Drama|Music","William H. Macy","Billy Crudup","Felicity Huffman","David Adam Flannery","Color","demo tape|directed by cast member|grieving father|guitar|guitar player","English",2014,7.5
"Salvador ","Drama|History|Thriller|War","Oliver Stone","Jim Belushi","John Savage","Juan Fernández","Color","1980s|el salvador|political thriller|reagan administration|war journalism","English",1986,7.5
"Saving Grace             ","Drama|Fantasy","","Holly Hunter","Dylan Minnette","Bokeem Woodbine","Color","catholic|death row|inmate|oklahoma city|sexual promiscuity","English",NA,7.5
"The Orphanage ","Drama|Mystery|Thriller","J.A. Bayona","Geraldine Chaplin","Belén Rueda","Fernando Cayo","Color","dead children|ghost|missing child|orphan|orphanage","Spanish",2007,7.5
"The Geographer Drank His Globe Away ","Adventure|Drama","Aleksandr Veledinskiy","Konstantin Khabenskiy","Elena Lyadova","Eugenia Khirivskaya","Color","rafting|russia|school|student|teacher","Russian",2013,7.5
"House of Sand ","Drama","Andrucha Waddington","Fernanda Montenegro","Seu Jorge","Fernanda Torres","Color","1910s|desert|dunes|goat|slave","Portuguese",2005,7.5
"Menace II Society ","Crime|Drama|Thriller","Albert Hughes","Jada Pinkett Smith","Larenz Tate","Khandi Alexander","Color","1990s|escape|graduation|hustler|street","English",1993,7.5
"Frenzy ","Thriller","Alfred Hitchcock","Bernard Cribbins","Jean Marsh","Clive Swift","Color","penknife|police|rape|serial killer|united kingdom","English",1972,7.5
"Gods and Monsters ","Biography|Drama","Bill Condon","Brendan Fraser","Lynn Redgrave","Kevin J. O'Connor"," Black and White","friendship|gardener|gay interest|homosexual|memory","English",1998,7.5
